item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11
Chicken,Chicken,,Fish,Detergent,,Pasta,,,Oranges,Toothpaste
Shampoo,Cheese,Chocolate,Cereal,Chips,Toothpaste,,,Bananas,Tomatoes,Cookies
Shampoo,Chicken,Milk,Cereal,Tea,Yogurt,Yogurt,Milk,Rice,Water,
Cereal,Coffee,Cereal,Yogurt,Fish,Tomatoes,Eggs,Oranges,Fish,Pasta,Detergent
,Onions,Juice,Bananas,Butter,Bread,Bread,,Cheese,Soap,Coffee
Tea,Coffee,Shampoo,Chocolate,Chips,,,Bread,Coffee,Juice,
Shampoo,Soda,Cereal,Soda,Eggs,,Oranges,Apples,Rice,Chips,Cereal
Chicken,Bananas,,Yogurt,,Apples,,Juice,Fish,Chocolate,
Eggs,Toothpaste,Rice,Butter,Toothpaste,,Rice,Fish,Cereal,Oranges,Tea
Bread,Tomatoes,Bananas,Milk,Chocolate,Tea,Toothpaste,,Fish,,Milk
Soap,Milk,,Milk,Shampoo,Fish,Cereal,Butter,Onions,Bananas,Coffee
Cereal,,Bananas,,,Bread,Fish,Yogurt,Bananas,Cereal,Cereal
Juice,Beef,,Pasta,Shampoo,Soda,Soap,Apples,Cereal,Detergent,Chips
Beef,Shampoo,Bananas,Soap,Chocolate,,Soda,Beef,Chicken,Pasta,Detergent
Coffee,Juice,Chocolate,Tissue,Tomatoes,Fish,Bananas,,Shampoo,,Cheese
,Chips,Shampoo,,,Cereal,Beef,Shampoo,Onions,Soda,Beef
Milk,Oranges,Eggs,Rice,,,Chocolate,Detergent,Tomatoes,Tissue,Rice
Cereal,Toothpaste,Bananas,,,Chips,Milk,,,,Bread
Butter,Milk,Tissue,Shampoo,Oranges,Oranges,Coffee,Butter,Chips,,Soda
,,Milk,,Bread,Beef,Water,,,Chicken,Bread
Bread,Tomatoes,,Chips,Juice,Beef,,Shampoo,Detergent,Butter,Detergent
Cookies,,Beef,,Apples,Toothpaste,Chocolate,Toothpaste,,Onions,Bananas
Onions,,Tissue,Fish,Fish,Water,Soap,Toothpaste,Bread,,Detergent
,Cheese,Cheese,Water,Beef,Apples,Tissue,Apples,Toothpaste,Tea,Chicken
Water,,Chips,,Detergent,Fish,Toothpaste,Soap,Bread,Toothpaste,
Pasta,Cookies,Toothpaste,Chicken,Butter,Shampoo,Soap,Detergent,Fish,,
Fish,Rice,Chocolate,Soda,Yogurt,Soap,Chips,Tea,,Detergent,Pasta
Rice,,,Cheese,,Toothpaste,Oranges,Chicken,Butter,,Bread
Soap,Chicken,,Bread,Shampoo,Chips,Onions,Shampoo,Chicken,Tea,
Juice,Cereal,Fish,Beef,,Milk,Soap,Cookies,Tea,Rice,Soda
Yogurt,Cookies,Coffee,Chips,Water,Bananas,Yogurt,,Bread,Rice,Cheese
,Toothpaste,,Onions,Pasta,,Cereal,,,Toothpaste,Toothpaste
Bread,Chicken,Tissue,Chips,Soap,Tea,Soap,Beef,,Apples,Oranges
,Fish,Oranges,Oranges,Cookies,Cookies,Cereal,Bread,,Shampoo,Apples
Chips,,Bread,Chocolate,Chocolate,Soda,,Tissue,,Oranges,Bananas
,,Coffee,Beef,Juice,Shampoo,,Chocolate,,Detergent,Soap
Beef,Yogurt,Soda,Toothpaste,Chips,Yogurt,Chicken,Onions,Chicken,Cheese,Tissue
Beef,Tea,Beef,Oranges,Tea,Yogurt,Eggs,Juice,Apples,Detergent,Tea
,Chocolate,,Rice,Coffee,Tomatoes,,Tea,Pasta,,
Tomatoes,Bread,Tea,Beef,Water,Eggs,,Detergent,Cereal,Beef,Tissue
Chicken,Water,Butter,,Yogurt,Beef,Coffee,Tea,,Pasta,Fish
Milk,Apples,Tissue,Soap,Shampoo,Bread,Butter,Bananas,Cereal,Detergent,Bananas
Cereal,Rice,Beef,,,Tissue,Soap,,Fish,Rice,
Chicken,Fish,Juice,,Water,Beef,Eggs,Detergent,Rice,Toothpaste,Cheese
Shampoo,Tea,,Yogurt,Tomatoes,Eggs,Cheese,Fish,Toothpaste,Chips,Milk
,,Oranges,Shampoo,,Milk,Yogurt,Tomatoes,Toothpaste,Beef,Tea
Beef,Water,Oranges,Bananas,Cheese,Bread,Yogurt,,Pasta,Tea,Detergent
Chicken,Fish,Beef,Cookies,Eggs,Shampoo,Soda,Milk,,,
Cookies,Soda,Beef,Eggs,Tea,Bread,,Yogurt,Chocolate,Fish,Beef
Chips,Tea,Butter,Water,Bananas,Detergent,Milk,Rice,Milk,Cheese,Juice
Yogurt,Yogurt,Beef,,Eggs,,Tomatoes,Tissue,Juice,Cereal,Detergent
Chicken,Yogurt,Soda,Chocolate,Tomatoes,Bread,Milk,,Bread,Chocolate,Coffee
Apples,Tea,Apples,Chips,Yogurt,Detergent,,Onions,Butter,Cheese,
Shampoo,,Onions,Milk,Onions,Butter,Tea,Tissue,Tea,Detergent,Oranges
Juice,Juice,,Toothpaste,Shampoo,Shampoo,Tea,Milk,,Tomatoes,Cookies
Tea,Eggs,,Oranges,,Chocolate,,Milk,Milk,Cheese,
Detergent,Milk,,Cookies,,Coffee,Soap,Milk,Milk,Detergent,Cereal
Rice,Onions,Soda,Soda,Cereal,Toothpaste,Tomatoes,Coffee,Milk,Chicken,Eggs
Tomatoes,Fish,Cheese,Butter,Shampoo,Rice,Soda,Coffee,Fish,Chips,Juice
Fish,Tomatoes,Oranges,Apples,Beef,Tissue,Chocolate,Beef,Pasta,Tea,Tomatoes
Soap,Cereal,Shampoo,,Shampoo,Butter,,Apples,Juice,Chocolate,Water
Cheese,Chocolate,Soap,Yogurt,,Soda,Chocolate,Coffee,Beef,Coffee,
Detergent,Yogurt,Toothpaste,Chocolate,Fish,,Juice,Onions,Eggs,Water,Bananas
Cereal,Oranges,Water,Fish,,,,,Chicken,Rice,Oranges
Butter,Soap,,Butter,Rice,,Shampoo,,Soda,Chips,Tomatoes
Cereal,Oranges,Cheese,Cheese,Pasta,Tissue,Chocolate,Cheese,Tomatoes,Beef,Tomatoes
Yogurt,Chips,Tea,Pasta,,Soda,Cheese,Cereal,,Eggs,Cereal
Juice,Beef,Cookies,Eggs,,Chips,Bananas,Detergent,,Chocolate,
,Eggs,Bread,,Soda,,,Chocolate,Tomatoes,Oranges,
Bananas,Beef,Juice,Chicken,,Toothpaste,,Beef,Coffee,Water,Bread
Cereal,Tea,Cookies,Eggs,Eggs,Coffee,Yogurt,Beef,,Oranges,Yogurt
Soap,Chicken,Coffee,Beef,,,Bread,Shampoo,Tea,Tomatoes,Rice
Chips,Cookies,Eggs,Tomatoes,Soda,Soda,Eggs,Coffee,Bananas,Soda,
Eggs,Eggs,Rice,Chips,Yogurt,Soda,Bananas,Cereal,Chips,Fish,Cookies
Shampoo,Tissue,Fish,Beef,Bananas,Bread,Oranges,Soda,Bananas,Yogurt,Shampoo
Beef,Cereal,Soap,Butter,,Yogurt,,Beef,Yogurt,Detergent,
Bread,Soap,,Yogurt,Onions,Soap,Oranges,Tomatoes,Water,Coffee,
Chicken,Toothpaste,Apples,Bread,,,Onions,Bananas,Cereal,Soda,Yogurt
,,Coffee,Bananas,Detergent,,Cereal,Coffee,,Bananas,Juice
,Tissue,Soap,Chocolate,Detergent,Tea,Cookies,Apples,Yogurt,Chips,Chocolate
,Water,Beef,Pasta,,Eggs,,Juice,Butter,Soap,Soap
,Toothpaste,,Shampoo,Tea,Apples,Toothpaste,,Chocolate,Soda,Cheese
,Onions,,Chocolate,Soda,Cookies,Coffee,Shampoo,,,Chips
Shampoo,Chips,Oranges,Cereal,,Fish,,Apples,Yogurt,Shampoo,Fish
Oranges,,Chicken,Rice,Oranges,,Milk,Tomatoes,Apples,Cookies,Detergent
Yogurt,Juice,Apples,Cheese,,Chips,Chicken,,Chips,Milk,Toothpaste
,Rice,Beef,,Bananas,,Water,Coffee,Beef,Beef,Rice
Chocolate,Cereal,Juice,Apples,Beef,Detergent,Tomatoes,Apples,Rice,Toothpaste,
Chicken,Butter,Cheese,Tea,Butter,Beef,,Eggs,Yogurt,,Soda
Butter,Beef,Shampoo,Chocolate,Yogurt,Beef,Apples,Pasta,,,
,,Milk,Soap,Soda,Pasta,,Chicken,Bananas,Tomatoes,
Bread,Rice,,Water,,Chicken,Oranges,Cookies,Water,Butter,Bananas
Shampoo,Water,Water,Bread,Apples,Bananas,Cereal,,Bread,Soap,
,Apples,Shampoo,Water,Onions,Yogurt,Cereal,Water,Juice,Cookies,Tissue
Soap,Toothpaste,Onions,Chips,Soap,Cheese,,,Bananas,Beef,Cereal
Detergent,Eggs,,,Chocolate,Cereal,,Yogurt,Soap,Tomatoes,Bread
,Toothpaste,Bananas,Toothpaste,,,Toothpaste,Soap,,Chicken,
Soap,Bread,,Onions,Pasta,,Juice,Soda,,Cheese,Chicken
,Tissue,Bananas,Rice,,Coffee,Butter,Detergent,Cereal,Tissue,Shampoo
Chicken,,Pasta,Soda,,Bread,Chips,Cereal,Milk,Juice,Shampoo
Apples,Chicken,Onions,Yogurt,,,Butter,Cheese,,Oranges,Soap
Pasta,Soda,Beef,Shampoo,Shampoo,Butter,Toothpaste,Water,Soap,Bananas,Apples
Onions,Cheese,Cereal,Bananas,Water,Tissue,Chocolate,Tissue,Water,,Fish
Oranges,,Eggs,Chicken,Milk,,Yogurt,Milk,Cookies,Tomatoes,Pasta
Apples,Chips,Soda,Pasta,Milk,Eggs,Bread,Toothpaste,Chicken,Tissue,Chocolate
,Juice,Onions,,Onions,Oranges,Chocolate,Bread,,Rice,Bananas
Apples,Toothpaste,Onions,Beef,Tomatoes,Butter,Cheese,Toothpaste,,,Rice
Beef,,Coffee,,Pasta,,Onions,Yogurt,Toothpaste,Bread,
,Soap,,Soap,,Rice,Tea,Bananas,Bananas,Cheese,Shampoo
Bananas,Cheese,Bananas,,,Tea,Butter,Soda,,Rice,
Rice,,Chips,Chocolate,Cereal,Eggs,Yogurt,Water,Tea,Tissue,Onions
Pasta,Tomatoes,Chocolate,Soda,Yogurt,Beef,Chicken,Pasta,Pasta,Shampoo,Rice
,Rice,,Rice,Tissue,Milk,Butter,Fish,Juice,Milk,Eggs
Chocolate,Apples,Onions,Butter,Bananas,,Apples,,Chips,Soap,Yogurt
Pasta,Bread,,Chocolate,Yogurt,,,Juice,Water,Cereal,Soda
Butter,,,Onions,Chocolate,Soap,Soda,Beef,Beef,Pasta,Juice
Rice,Eggs,Toothpaste,Yogurt,Cheese,Cheese,Beef,Beef,,Pasta,
Oranges,,Bananas,Cheese,Shampoo,Soda,Apples,Beef,Milk,Rice,Water
Soap,,Apples,Coffee,Water,Tissue,,,Apples,Bread,Beef
,Cheese,,Eggs,Tea,Pasta,,Cheese,Butter,Oranges,
Chips,Tea,Coffee,Tea,Juice,,Pasta,Juice,Eggs,,
Tea,Shampoo,Chocolate,Water,Butter,Cheese,Shampoo,,Butter,Bread,Bananas
Chocolate,Chicken,Water,Pasta,Butter,Butter,Water,Tomatoes,,Chocolate,Tomatoes
Fish,Cookies,Cookies,,,Tea,Rice,,Fish,Eggs,Milk
Bread,Chips,,Coffee,Chocolate,Cookies,Coffee,,Chicken,Eggs,Toothpaste
Butter,Beef,Tissue,Juice,Bananas,Toothpaste,Chocolate,Beef,,,Shampoo
,Water,Soda,Rice,Rice,Chicken,Soap,,,Tissue,Tea
,Coffee,Bananas,Detergent,Tomatoes,,Coffee,,,,Soap
,Toothpaste,Fish,Shampoo,Soda,Butter,,,Chocolate,Toothpaste,Tissue
Rice,,,Juice,Bananas,Detergent,Rice,Eggs,,Juice,Coffee
Soda,Rice,,Soap,Cookies,Yogurt,Cheese,Yogurt,Detergent,Water,Tea
Butter,,Chocolate,Detergent,,Beef,Fish,Apples,Oranges,Onions,Cookies
Apples,Shampoo,Pasta,,,Chocolate,Rice,Soap,Butter,Chips,Toothpaste
Cheese,Oranges,,Tomatoes,Bread,Coffee,Chips,,Butter,Apples,Toothpaste
,Tea,Tissue,Toothpaste,Toothpaste,,Cookies,Butter,Soap,,Rice
Tissue,Pasta,Chocolate,Tissue,Onions,Chips,Apples,,Water,Apples,Chicken
,Detergent,Cereal,,Chicken,Fish,Shampoo,Coffee,Water,,Shampoo
Onions,Chicken,Chocolate,Yogurt,Shampoo,Cereal,Water,Beef,,Soda,Toothpaste
,Coffee,Cheese,Chocolate,Beef,Oranges,Chips,Cereal,Water,Bananas,Chips
Coffee,Cheese,Bananas,,Bananas,Chicken,Fish,,Rice,,Chips
Rice,Bread,,Beef,,,Oranges,,Soap,Cereal,
Cookies,Chicken,Oranges,Toothpaste,,Cheese,,Toothpaste,Fish,,
Tea,Bananas,Cereal,Yogurt,Chocolate,,Tea,Chips,,Chicken,Chocolate
,Water,Milk,Yogurt,Eggs,Yogurt,Tomatoes,Beef,Chips,Beef,
Toothpaste,Cereal,Butter,Oranges,Butter,Juice,Milk,Water,Toothpaste,Chocolate,Tea
,Cookies,Detergent,Tissue,Tomatoes,Soda,,Fish,,Apples,
Juice,,Soap,Tomatoes,Shampoo,Tissue,,Toothpaste,Tea,Butter,Tomatoes
Pasta,Chocolate,Water,Milk,Chicken,Cookies,Tomatoes,Rice,Soda,Onions,
Coffee,,Juice,,,Coffee,Bananas,,,Milk,Bananas
Butter,Bread,Toothpaste,Apples,Juice,Apples,Beef,Chicken,Milk,Cereal,Butter
Fish,Coffee,,Soda,Pasta,Oranges,Chips,Milk,Soap,Chicken,
Eggs,Fish,Chicken,Soap,Water,Water,Detergent,,Eggs,Apples,Butter
Yogurt,Pasta,Cereal,Chocolate,Soap,Water,Rice,Shampoo,Chips,Detergent,
Chicken,,Apples,Apples,Soda,Cereal,Cereal,Water,Cheese,Fish,Soap
Milk,Pasta,Eggs,Yogurt,Chicken,Chips,Chips,,Eggs,Tissue,
Toothpaste,Yogurt,Coffee,Soap,Coffee,,,Pasta,Oranges,Oranges,
Cheese,,Tissue,Apples,Chips,Soda,,,Oranges,Eggs,Shampoo
Cheese,,Toothpaste,Tissue,Apples,Coffee,Shampoo,Oranges,Detergent,,
Tea,Shampoo,Juice,Beef,Cheese,Rice,Cereal,,Tea,,Juice
Shampoo,Cheese,Coffee,Chips,Shampoo,Butter,Chips,Detergent,Soda,Eggs,
Milk,Bread,Detergent,Juice,Butter,,,Water,Chicken,Eggs,Beef
Oranges,Toothpaste,Toothpaste,,Chicken,Tissue,,Pasta,Yogurt,Chocolate,Bread
Soap,Eggs,Chips,,,,,Soda,Chicken,Shampoo,Coffee
Oranges,,Bread,Toothpaste,Juice,Oranges,Bread,Cheese,,,Chocolate
,Rice,Oranges,,Soap,Apples,,Milk,Onions,Chips,Fish
,,Soap,,Soap,Tissue,Rice,Bread,Cereal,Rice,Cookies
,Yogurt,Tomatoes,Oranges,Coffee,Eggs,Milk,Butter,Pasta,Detergent,Bread
,,Cereal,Chocolate,Apples,Chocolate,Apples,,Cheese,,Pasta
,Pasta,Cheese,Apples,,,Fish,Soda,,Cereal,Tea
Cereal,Milk,Pasta,Tissue,Beef,,Soda,Tea,Butter,Fish,Oranges
,Butter,Milk,Juice,Oranges,Shampoo,Beef,Cookies,Fish,Bananas,Cheese
Detergent,Oranges,,Juice,,Fish,Tomatoes,Milk,Oranges,,Beef
Soap,,Pasta,Chips,Tea,,Cereal,,Yogurt,Water,Rice
Chocolate,Toothpaste,Cheese,,Apples,Chicken,Onions,Tea,Toothpaste,Apples,Chips
Tomatoes,Bread,Soda,Bread,Tomatoes,Bananas,Soap,,Milk,Rice,Cookies
Tomatoes,Yogurt,Tea,Shampoo,Tea,,Chicken,,Chocolate,Detergent,Milk
Cheese,,Onions,Cereal,Rice,,,,Chocolate,,Cheese
,Chocolate,Cheese,Juice,,Rice,Chips,Bananas,Beef,Milk,Rice
Chips,Tissue,Soap,Rice,Cereal,Yogurt,Butter,Onions,Eggs,Rice,
Soda,Juice,Toothpaste,Tomatoes,,Rice,,Butter,Bananas,Rice,Tomatoes
Cheese,,Shampoo,Chocolate,Oranges,Cereal,Soda,Soda,Cheese,,Coffee
Yogurt,Cookies,Cereal,,Chicken,Bread,Chips,,Pasta,Cereal,Bread
Butter,Coffee,Water,Tomatoes,Tissue,Cheese,Bananas,Tissue,,Cereal,
Detergent,Eggs,Milk,Pasta,Bread,Fish,Bread,Oranges,Yogurt,Coffee,Cookies
Water,,,Detergent,Onions,Juice,Butter,,Cookies,Tissue,Tomatoes
Fish,,Cheese,Tomatoes,Rice,Soda,Apples,Beef,Bread,,Onions
Juice,,Onions,Cereal,Tissue,Apples,Onions,,,,
Eggs,Fish,,Tomatoes,Chicken,Apples,,Milk,Yogurt,,Chocolate
Beef,Beef,Tea,Coffee,Chicken,Tea,Soda,Chicken,Water,Chips,
Chocolate,Coffee,Toothpaste,Water,Chips,Butter,Cheese,Pasta,Rice,Detergent,Soap
,,Chicken,Chips,Pasta,Oranges,Bananas,Toothpaste,Detergent,Cereal,Soap
,Butter,Milk,Soap,,,Soap,,,,Beef
Bananas,Eggs,,,Butter,,Water,Toothpaste,,Coffee,
Milk,Onions,Water,Fish,Oranges,Chocolate,Bananas,Detergent,,Juice,Tissue
Chicken,Apples,,Tissue,Tomatoes,Cheese,Shampoo,Chocolate,Pasta,Tea,Rice
Rice,Bananas,Chips,Tomatoes,Cereal,Eggs,Bananas,Cereal,Water,Water,Apples
Pasta,Chicken,Cereal,Onions,Chips,Water,,,Toothpaste,Water,Apples
Pasta,,Tissue,,Tea,,Toothpaste,,Chocolate,Rice,
Toothpaste,,Cookies,Cheese,Bread,Chocolate,Onions,Butter,,Cookies,Cookies
Milk,Chocolate,Fish,Juice,Apples,Rice,Soda,Cookies,Coffee,Fish,Oranges
Chips,Chips,Shampoo,Butter,Beef,Apples,Oranges,Butter,Bread,Tissue,Soda
Beef,Tissue,Pasta,,Shampoo,Milk,,Bread,Milk,Butter,Pasta
Cookies,Toothpaste,Eggs,Tea,Detergent,,,Cereal,Eggs,,
Apples,Tea,Yogurt,Tomatoes,Bread,Cereal,Cereal,Cereal,,Apples,Detergent
Juice,Cookies,Cereal,Apples,Bananas,,,Juice,,Toothpaste,Yogurt
,Shampoo,Pasta,Bread,Cheese,Soda,Shampoo,Chips,Chocolate,Pasta,Cheese
Shampoo,Bananas,Tissue,Onions,,Pasta,Tissue,Juice,,Bananas,Cheese
Toothpaste,,,Fish,Cheese,Rice,Tea,,Beef,Tea,
,Milk,,Tomatoes,Cheese,,Soap,Milk,,Chips,
Cereal,Rice,Soap,Chips,Butter,Cheese,Cereal,Toothpaste,Detergent,Coffee,Tea
Chips,Toothpaste,Onions,Yogurt,,Cheese,Cheese,Beef,Chicken,Water,Apples
Oranges,,Tissue,Water,Chocolate,Bread,Cheese,Beef,Shampoo,,Pasta
,Cereal,Tissue,Cookies,Fish,Cheese,Water,Oranges,Tissue,Onions,Detergent
Onions,Tomatoes,Soap,Tea,Soda,Bread,Soap,Yogurt,Fish,Onions,Bananas
,Juice,Oranges,,,,Coffee,Soap,Soda,Tissue,Eggs
Apples,,Cereal,Toothpaste,Soda,,Oranges,Coffee,Bananas,Butter,Toothpaste
,Apples,Bread,Apples,,Soap,Milk,Apples,,Tissue,Cereal
Soda,Toothpaste,Water,Tea,,Chicken,Onions,Onions,Butter,Chocolate,
Chicken,Chocolate,Onions,Shampoo,Detergent,Soda,Cereal,Pasta,Fish,Bread,Bread
Cheese,Beef,Water,Chicken,,,,Cheese,Cereal,,
Pasta,Toothpaste,Coffee,Water,Coffee,Bread,Tea,Chocolate,Cheese,,Oranges
Soap,,Eggs,Pasta,Rice,Water,Chips,Tomatoes,Cereal,Tomatoes,
Oranges,Toothpaste,Toothpaste,Fish,Detergent,Soap,Soap,Milk,Milk,,Pasta
Soap,Apples,Chicken,Fish,Chocolate,Yogurt,Juice,Detergent,Fish,Milk,Tomatoes
,,Bread,Apples,,,Bread,Chips,Apples,Water,Beef
Water,Cheese,Milk,Tissue,,Cheese,,Bananas,,,Soap
,Eggs,Cereal,Toothpaste,Oranges,,,Detergent,Chips,Eggs,Tea
Bread,Shampoo,Pasta,Chocolate,,Butter,Chips,Butter,Onions,Tomatoes,Tomatoes
Beef,Butter,,,Pasta,Cheese,Chips,Bread,Detergent,Chips,Rice
Chocolate,Yogurt,,Tomatoes,Chips,Eggs,Toothpaste,Tissue,,Tea,Yogurt
Onions,Chocolate,Yogurt,Soap,Chips,Eggs,Juice,Yogurt,Chicken,Soda,Cereal
Fish,Chips,Coffee,Bread,Bananas,,Cookies,Fish,Detergent,Bread,
,Rice,Oranges,Bread,Detergent,,Cheese,,Shampoo,Cheese,
Coffee,Yogurt,Juice,Rice,,Cheese,,,Milk,Tea,Tea
Chocolate,,Coffee,Milk,,Cookies,,Chocolate,Chocolate,,Toothpaste
Soap,Detergent,,Tomatoes,Milk,Coffee,,Onions,Cookies,Cookies,Cookies
Tissue,,Rice,Bread,,Pasta,Tomatoes,,Cheese,,Chips
Detergent,Shampoo,,Bananas,Soda,Chicken,Detergent,Shampoo,Butter,Onions,
Eggs,Coffee,Bread,Chocolate,,Shampoo,Tea,Fish,Onions,Water,Soap
Apples,Cookies,Rice,Soda,,Cookies,Chocolate,Chicken,,Pasta,Apples
,,Soap,,,Water,Coffee,Yogurt,Cereal,,Tomatoes
Yogurt,Juice,Chips,,,Cookies,Rice,Eggs,Toothpaste,Chocolate,Bread
Chocolate,,Chicken,Chocolate,Cheese,Chicken,Butter,Toothpaste,Cookies,Chips,Beef
,Tissue,Shampoo,Yogurt,Chocolate,Cereal,,Butter,Bananas,Milk,Onions
Tissue,Rice,Eggs,Cheese,Milk,Milk,Cheese,Cheese,Bread,Beef,Tea
Soda,Cheese,Juice,,,Fish,Water,,Rice,Cheese,Bananas
Rice,Tomatoes,,Pasta,,Juice,Oranges,,,Shampoo,Shampoo
Chocolate,Eggs,Juice,Milk,,Shampoo,Chocolate,Chips,Detergent,Water,Soda
Onions,,Pasta,Cookies,,,Milk,Butter,Coffee,Bread,Tomatoes
Yogurt,Eggs,,Beef,Milk,Cereal,Water,Water,Apples,Rice,Rice
Chicken,Milk,Eggs,Bananas,,Fish,Juice,Yogurt,Rice,,Shampoo
,Cereal,Bread,Toothpaste,Bread,Yogurt,Tea,Butter,Tomatoes,Chocolate,Rice
Chocolate,,,Oranges,,Onions,Soda,Tomatoes,Apples,Bread,Soap
Cheese,Shampoo,Cereal,Bananas,Milk,,Beef,Bananas,Water,Onions,Coffee
Cereal,Shampoo,Juice,Detergent,Detergent,Cookies,Chips,,Oranges,,
Eggs,Cereal,Chicken,,Detergent,,Shampoo,Chicken,Detergent,,Chips
Juice,Tea,Juice,,,Beef,Pasta,Juice,Cereal,,Apples
,Cheese,,Bananas,Tea,Beef,Oranges,Soda,Oranges,Tea,Bread
Rice,Pasta,Butter,Rice,Pasta,,Cereal,Eggs,Milk,Yogurt,Detergent
Fish,,Bananas,Milk,Chips,Toothpaste,Juice,Detergent,Beef,Chocolate,Yogurt
Cereal,Bananas,Bread,Chicken,Water,Bananas,Milk,Coffee,Cheese,Soda,
Chicken,,Yogurt,Soda,,Apples,Apples,Chocolate,Beef,,Soda
Oranges,,Chips,,Tea,Soap,Pasta,Milk,Detergent,Milk,Bread
Milk,Soda,,Eggs,Toothpaste,Tomatoes,Butter,Apples,Bananas,Apples,Onions
Water,Rice,Chocolate,,Tomatoes,Fish,Soap,Milk,Cheese,Pasta,
Beef,Tomatoes,Water,Milk,,Milk,Coffee,,Butter,Cookies,Tea
Cookies,Rice,,Chocolate,Soap,Cheese,Yogurt,Milk,,Shampoo,Chicken
Cookies,,Beef,Water,Tissue,Tissue,,Butter,Toothpaste,Eggs,Tea
,Yogurt,Fish,Fish,Toothpaste,,,Coffee,Bread,Onions,Tomatoes
Juice,Toothpaste,Toothpaste,Tea,Tea,Water,Chicken,Toothpaste,Coffee,Chicken,
Chocolate,Onions,Eggs,Beef,,Bread,,,Cookies,Oranges,Tea
Eggs,Bananas,Bread,Yogurt,,Soap,Soda,Apples,Shampoo,Chips,Shampoo
Fish,Pasta,Butter,,Coffee,Butter,Shampoo,,Pasta,Shampoo,Milk
Toothpaste,Eggs,Chips,Apples,Water,,,,Eggs,Rice,Apples
Rice,Apples,Soda,Milk,,Milk,Shampoo,,Beef,Soap,Cereal
Onions,Bananas,Tea,Bread,,Water,,,Toothpaste,Chicken,Bread
Tomatoes,Cereal,,Chocolate,Juice,Rice,Chocolate,Tea,Chips,,Cookies
,Pasta,Chips,Eggs,Tea,Onions,Cheese,Cookies,Pasta,Toothpaste,Cereal
Bananas,Chicken,Water,Detergent,Water,Chocolate,Beef,,Soda,Detergent,Bread
,,Fish,Juice,Bananas,Detergent,Eggs,Cheese,,Cheese,Rice
Soda,Tomatoes,Cookies,Cheese,Water,Tea,Toothpaste,Pasta,Yogurt,Fish,Onions
Chocolate,Juice,Oranges,,Yogurt,Pasta,Coffee,Coffee,Cereal,Toothpaste,
Yogurt,Butter,Juice,Eggs,Milk,,Cookies,Bananas,Tea,,
Soap,Butter,Detergent,Butter,Cookies,Soap,Shampoo,Cookies,,Tea,Detergent
,Shampoo,Cereal,Cookies,Milk,Toothpaste,Shampoo,,,Cookies,Tissue
Chips,,Apples,Rice,Apples,,Coffee,Bananas,Bananas,,Bread
,Cereal,Cookies,Shampoo,Rice,,Coffee,Oranges,,,Rice
Chicken,Juice,Onions,,Oranges,Tissue,Beef,Coffee,Soap,Chicken,Juice
Coffee,,,Cheese,Soda,Soap,,,Tomatoes,Cookies,Tissue
Soap,,Soap,Toothpaste,,Chicken,Water,Soda,Chicken,,Pasta
Cereal,Soda,Tomatoes,Pasta,Tea,Coffee,Juice,Coffee,Detergent,Tomatoes,Tomatoes
Cheese,Detergent,Toothpaste,Beef,,Juice,Cereal,,Detergent,Chicken,Chicken
Chips,Oranges,,Shampoo,Beef,,,Coffee,Cereal,,Toothpaste
Tissue,Apples,,Soap,Apples,Bananas,Chicken,,Detergent,,Soda
Pasta,Tomatoes,Water,Cookies,Milk,Tissue,,Tissue,Bread,Tissue,Onions
Juice,Fish,Beef,Chips,,Juice,Tomatoes,Toothpaste,Soda,Cookies,Cookies
Pasta,,Cookies,Pasta,,Butter,Butter,Tea,,Milk,Shampoo
,Yogurt,Yogurt,Detergent,Butter,Fish,Cheese,Beef,Juice,Water,Eggs
Fish,Soda,Fish,Milk,Soap,,,Chips,Soap,Tissue,Bread
,Toothpaste,Cheese,Fish,Soap,Cookies,Chicken,,Chicken,Soap,Shampoo
Cereal,Soap,Apples,Juice,Onions,,Apples,Eggs,Chicken,Butter,Rice
Apples,,Butter,Pasta,,,Bread,Apples,,Butter,
Bananas,Water,,Oranges,Cheese,Chocolate,,Chips,Fish,Fish,
,Oranges,Cereal,Soda,Bananas,Coffee,Fish,Tea,Toothpaste,Chicken,Tomatoes
Cheese,Coffee,Fish,Cheese,Soap,Tissue,Soap,Soda,Chicken,Shampoo,
Oranges,,Onions,Pasta,,Soap,,Apples,Cookies,Chocolate,Tissue
Water,Chicken,Juice,Cereal,,Water,,,Soap,Yogurt,Bananas
Coffee,Oranges,,Butter,Oranges,Chicken,Toothpaste,Shampoo,Detergent,Bread,Water
Bananas,Detergent,Oranges,Chicken,Beef,Eggs,Chocolate,Soap,Tissue,Shampoo,Tissue
Tomatoes,,,Pasta,,Apples,Bananas,Soap,Bread,Yogurt,Chips
Butter,Soda,,Juice,Pasta,Chicken,Bread,Oranges,,Fish,Apples
Tea,Fish,Cereal,,Detergent,Chicken,Fish,Fish,Chips,Cheese,Eggs
Bananas,Butter,Juice,Tea,Toothpaste,Soda,Bananas,Shampoo,Tea,,
,Soda,,,Soap,Tomatoes,Chicken,Cheese,Tea,Cookies,Cereal
Butter,Onions,Butter,Coffee,Pasta,Tissue,Bananas,Butter,Shampoo,Chips,Detergent
Bananas,Soda,,,Soda,Rice,Fish,Tissue,Juice,Yogurt,Cereal
